,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Month,Year,Total.People
74224,20130812X20801,Accident,WPR13CA365,2013-08-10,"Independence, OR",United States,044520N,1231153W,7S5,Independence State Airport,Non-Fatal,Substantial,Airplane,N96037,TAYLORCRAFT,BC12-D,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The pilot's improper flare with a crosswind condition, and unsuccessful attempt to correct a bounced landing, which resulted in a runway excursion and subsequent nose over. 

 

 

 

",25-09-2020,8.0,2013.0,1.0
74225,20130812X21944,Accident,WPR13LA366,2013-08-10,"Overgaard, AZ",United States,342340N,1103147W,AZ82,Mogollon Airpark,Non-Fatal,Substantial,Airplane,N9752J,PIPER,PA-28-180,No,1.0,Reciprocating,091,,Personal,Galen D. Flinn,0.0,0.0,0.0,1.0,VMC,,"The partial loss of engine power during takeoff due to the separation of the exhaust baffling, which resulted in a partial blockage of airflow. Contributing to the accident was inadequate maintenance of the exhaust system.",25-09-2020,8.0,2013.0,1.0
74226,20130812X25533,Accident,CEN13LA478,2013-08-10,"Killeen, TX",United States,003159N,0974111W,KILE,Killeen Skylark Field Airport,Non-Fatal,Substantial,Airplane,N27BD,DOUGLAS BRIAN G,BA-100,Yes,1.0,Reciprocating,091,,Personal,DOUGLAS BRIAN G,0.0,0.0,0.0,1.0,VMC,,"The pilots improper management of the fuel mixture, which resulted in an over-rich fuel mixture condition and a subsequent partial loss of engine power.",25-09-2020,8.0,2013.0,1.0
74227,20130812X25601,Accident,CEN13CA479,2013-08-10,"Frankenmuth, MI",United States,431850N,0834235W,66G,Zehnder Field Airport,Non-Fatal,Substantial,Airplane,N159MK,KERR MATTHEW,STARDUSTER TOO,Yes,1.0,Reciprocating,091,,Personal,Matthew Kerr,0.0,1.0,0.0,0.0,VMC,,"The pilot's loss of directional control during the landing roll, which resulted in a runway excursion and subsequent impact with a corn field.",25-09-2020,8.0,2013.0,1.0
74228,20130812X50223,Accident,CEN13CA481,2013-08-10,"Humboldt, SD",United States,433742N,0097424W,,,Non-Fatal,Substantial,Airplane,N230AK,SUPER 18 LLC,S18-STD,No,1.0,Reciprocating,091,,Personal,SUPER 18 LLC,0.0,0.0,0.0,2.0,VMC,,"The pilot's inadvertent addition of water into the fuel system and his improper preflight inspection, which resulted in a loss of engine power due to fuel contamination.",25-09-2020,8.0,2013.0,2.0
74231,20130827X51953,Accident,CEN13CA510,2013-08-10,"Mackinac Island, MI",United States,455154N,0843814W,MCD,Mackinac Island Airport,Non-Fatal,Substantial,Airplane,N99094,ERCOUPE,415-C,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to maintain aircraft control while on final approach.,25-09-2020,8.0,2013.0,2.0
74232,20130811X33918,Accident,ERA13LA360,2013-08-11,"Westport, MA",United States,413414N,0071717W,MA07,FRIENDS FIELD AIRPORT,Non-Fatal,Substantial,Airplane,N10PZ,QUEST AIRCRAFT COMPANY LLC,KODIAK 100,No,1.0,Turbo Prop,091,,Personal,PAXTON AVIATION INC,0.0,1.0,0.0,4.0,VMC,,"A failure to achieve a positive climb rate after takeoff for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any mechanical malfunctions or anomalies that would have precluded normal operation.
",25-09-2020,8.0,2013.0,5.0
74233,20130811X41436,Accident,CEN13FA476,2013-08-11,"Ennis, TX",United States,321213N,0964227W,,,Fatal,Substantial,Airplane,N4514S,BEECHCRAFT,F33A,No,1.0,Reciprocating,091,,Personal,,2.0,0.0,0.0,0.0,VMC,,The loss of engine power for reasons that could not be determined during postaccident examinations due to postcrash fire damage.,,8.0,2013.0,2.0
74235,20130812X05841,Accident,ERA13LA361,2013-08-11,"Vienna, MD",United States,038182N,0076016W,,,Non-Fatal,Substantial,Airplane,N557BB,BRYANT FREDERICK M,RANS S-12,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The student pilots inadequate control of the airplane, which resulted in an aerodynamic stall and subsequent impact with water.
",25-09-2020,8.0,2013.0,2.0
74236,20130812X24246,Accident,WPR13CA367,2013-08-11,"Hesperia, CA",United States,342237N,1171857W,L26,Hesperia Airport,Non-Fatal,Substantial,Airplane,N7720P,PIPER,PA-24-250,No,1.0,Reciprocating,091,,Personal,FRESQUEZ RONALD R,0.0,0.0,0.0,3.0,VMC,,The pilots failure to maintain sufficient airspeed on final approach to landing which resulted in an inadvertent stall.,25-09-2020,8.0,2013.0,3.0
74238,20130821X02555,Accident,ERA13CA369,2013-08-11,"Verona, NY",United States,043636N,0753235W,NONE,Bates Field,Non-Fatal,Substantial,Airplane,N6617R,MAULE,M-5-210C,No,1.0,Reciprocating,091,,Personal,MOORE THOMAS R,0.0,0.0,0.0,2.0,VMC,,"The pilots delay in applying power after a bounced landing, resulting in collision with terrain during a go-around.",25-09-2020,8.0,2013.0,2.0
74239,20130812X11440,Accident,ERA13CA362,2013-08-12,"Fredericksburg, VA",United States,381616N,0772649W,EZF,Shannon Airport,Non-Fatal,Substantial,Airplane,N4969J,PIPER,PA-28R-180,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,IMC,,"The pilots inadequate pre-flight and in-flight planning and his failure to obtain a weather briefing at his intermediate stops, resulting in a missed approach at his destination and subsequent fuel exhaustion. The pilots fatigue due to lack of sleep may have been a factor.",25-09-2020,8.0,2013.0,1.0
74243,20130813X12236,Accident,ANC13CA078,2013-08-12,"McCarthy, AK",United States,006262N,1453147W,,,Non-Fatal,Substantial,Airplane,N3897Z,PIPER,PA-18-150,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The pilot's loss of directional control during takeoff.,25-09-2020,8.0,2013.0,2.0
74244,20130814X83846,Accident,CEN13LA488,2013-08-12,"Nucla, CO",United States,381420N,1083348W,KAIB,Hopkins Field AIrport,Non-Fatal,Substantial,Airplane,N15EG,GRIFFITH E/BOYD W E,LANCAIR 360,Yes,1.0,Reciprocating,091,,Personal,SPINA LEONARD A,0.0,0.0,0.0,1.0,VMC,,The pilots failure to extend the airplanes landing gear before landing.,,8.0,2013.0,1.0
74248,20130813X72800,Accident,ANC13LA079,2013-08-13,"Paxson, AK",United States,625724N,0146235W,,,Non-Fatal,Substantial,Airplane,N44RT,PIPER,PA-18-150,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The partial loss of engine power due to a loose throttle cable clamp. 
",25-09-2020,8.0,2013.0,2.0
74249,20130814X10932,Accident,CEN13CA489,2013-08-13,"Peoria, IL",United States,404744N,0893648W,3MY,Mount Hawley Auxiliary Airport,Non-Fatal,Substantial,Airplane,N3858P,BEECH,58P,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,5.0,VMC,,"The pilot did not attain the proper touchdown point during landing, which resulted in a runway excursion and impact with a perimeter fence.",25-09-2020,8.0,2013.0,5.0
74253,20130814X84604,Accident,WPR13CA371,2013-08-14,"Metaline Falls, WA",United States,485016N,0117171W,09S,SULLIVAN LAKE STATE,Non-Fatal,Substantial,Airplane,N8160L,CESSNA,172H,No,1.0,Reciprocating,091,,Personal,DIER JOSEPH M SR,0.0,0.0,0.0,3.0,VMC,,The pilot's failure to maintain clearance from a windsock pole while taxiing.,25-09-2020,8.0,2013.0,3.0
74254,20130814X91410,Accident,WPR13CA372,2013-08-14,"Aurora, OR",United States,451429N,0122467W,UAO,AURORA STATE,Non-Fatal,Substantial,Airplane,N6939K,PIPER,PA-20,No,1.0,Reciprocating,091,,Personal,CSIZMAZIA JOSEPH,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain directional control while landing in gusting wind conditions, which resulted in a ground-loop.",25-09-2020,8.0,2013.0,2.0
74255,20130815X82832,Accident,CEN13LA490,2013-08-14,"Eastport, MI",United States,045321N,0852121W,59M,Torchport Airpark,Non-Fatal,Destroyed,Airplane,N44351,TAYLORCRAFT,BC12-D1,No,1.0,Reciprocating,091,,Personal,George Grissom,0.0,0.0,0.0,1.0,VMC,,"A fuel leak in the engine compartment and subsequent fire, the source of which could not be determined because of extensive postaccident fire damage.",25-09-2020,8.0,2013.0,1.0
74256,20130814X21141,Accident,WPR13CA373,2013-08-15,"Las Vegas, NV",United States,364219N,1161319W,,,Non-Fatal,Substantial,Airplane,N110GX,REMOS ACFT GMBH FLUGZEUGBAU,REMOS GX,No,1.0,Reciprocating,091,,Personal,Greg Thomas,0.0,1.0,0.0,0.0,VMC,,The pilot's failure to maintain aircraft control during the initial climb following an aborted landing. Contributing to the accident was the pilot's inaccurate fuel planning which resulted in a low fuel state and subsequent precautionary off airport landing.,25-09-2020,8.0,2013.0,1.0
74257,20130815X70713,Accident,ANC13CA080,2013-08-15,"Sleetmute, AK",United States,061421N,0157957W,PASL,Sleetmute Airport,Non-Fatal,Substantial,Airplane,N2141F,CESSNA,U206,No,1.0,Reciprocating,091,,Personal,HILL HENRY M,0.0,1.0,0.0,0.0,VMC,,The total loss of engine power due to fuel starvation and the pilot's inadequate preflight inspection.,25-09-2020,8.0,2013.0,1.0
74259,20130816X01804,Accident,WPR13FA376,2013-08-16,"Carson City, NV",United States,391049N,1191639W,CXP,Carson Airport,Fatal,Substantial,Airplane,N19UA,URBAN AIR SRO,SAMBA XXL,No,1.0,Reciprocating,091,,Personal,Paul Guttman,2.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain adequate airspeed while maneuvering, which led to the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall/spin. Contributing to the accident was the improper location of the parachute activation handle and the pilot's failure to remove the handle's locking pin before flight.  

 
",25-09-2020,8.0,2013.0,2.0
74261,20130819X00249,Accident,ERA13LA365,2013-08-16,"Numidia, PA",United States,405158N,0762350W,8PA0,Numidia Airport,Non-Fatal,Substantial,Airplane,N598LF,FETTERMAN LANNY R,FIRESTAR II,No,1.0,Reciprocating,091,,Personal,FETTERMAN LANNY R,0.0,0.0,0.0,1.0,VMC,,"A fatigue failure of the right main landing gear wheel axle attachment bracket, which resulted in a nose-over during a precautionary landing.",25-09-2020,8.0,2013.0,1.0
74262,20130819X93333,Accident,ERA13LA364,2013-08-16,"Indian Trail, NC",United States,035631N,0803723W,28A,Goose Creek,Non-Fatal,Substantial,Airplane,N6919B,PIPER,PA-22-150,No,1.0,Reciprocating,091,,Personal,Darrell Hogue,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper preflight planning, which resulted in a total loss of engine power due to fuel exhaustion.",25-09-2020,8.0,2013.0,1.0
74266,20130819X33924,Accident,ERA13WA367,2013-08-17,"Bolzano, Italy",Italy,046263N,0011502E,,,Fatal,Destroyed,Airplane,D-EDQL,CESSNA,172,No,1.0,,NUSN,,Personal,Flying Club,4.0,0.0,0.0,0.0,Unk,,,03-11-2020,8.0,2013.0,4.0
74267,20130819X14858,Accident,CEN13CA494,2013-08-18,"Santa Teresa, NM",United States,315249N,1064211W,5T6,Dona Ana County Airport,Non-Fatal,Substantial,Airplane,N7BR,GLOBE,GC-1B,No,1.0,Reciprocating,091,,Personal,Lawrence Owen,0.0,0.0,0.0,1.0,VMC,,The pilot's loss of directional control during the final approach due to an inadvertent encounter with a dust devil,25-09-2020,8.0,2013.0,1.0
74268,20130819X21119,Accident,CEN13CA495,2013-08-18,"Kankakee, IL",United States,041417N,0875047W,KIKK,Greater Kankakee,Non-Fatal,Substantial,Airplane,N5148A,CESSNA,172,No,1.0,Reciprocating,091,,Personal,Edward J. Turner III,0.0,0.0,0.0,1.0,VMC,,The airplane struck a deer during takeoff. Contributing to the accident was the perimeter fence being less than FAA's recommended 10 feet high.,25-09-2020,8.0,2013.0,1.0
74269,20130819X52423,Accident,CEN13FA496,2013-08-18,"Kansas City, MO",United States,003992N,0943444W,MKC,Charles B. Wheeler Downtown,Fatal,Substantial,Airplane,N9201R,MOONEY,M20J,No,1.0,Reciprocating,091,,Personal,Pilot,2.0,0.0,0.0,0.0,VMC,,"The pilot's improper decision to attempt continued flight after a momentary loss of engine power with usable runway remaining. Contributing to the accident were the pilot's premature retraction of the landing gear, the loss of engine power due to fuel system water contamination, and the pilot's failure to detect the fuel contamination during the preflight inspection.",25-09-2020,8.0,2013.0,2.0
74270,20130820X03203,Accident,WPR13LA378,2013-08-18,"Sisters, OR",United States,443316N,1215131W,,,Non-Fatal,Substantial,Airplane,N8141X,CESSNA,172B,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,4.0,VMC,,A loss of engine power during cruise flight for reasons that could not be determined because the engine was not properly preserved to prevent corrosion after the wreckage was recovered from the lake.,,8.0,2013.0,4.0
74272,20130822X14955,Accident,CEN13CA499,2013-08-18,"Wheeling, IL",United States,042651N,0875455W,KPWK,Chicago Executive,Non-Fatal,Substantial,Airplane,N779RB,BEECH,35,No,1.0,Reciprocating,091,,Personal,RBI Trading LLC,0.0,0.0,0.0,3.0,VMC,,The pilots loss of control due to the passengers inadvertent application of left rudder during the takeoff roll.,25-09-2020,8.0,2013.0,3.0
74276,20130820X12942,Accident,WPR13FA380,2013-08-19,"Cataldo, ID",United States,473232N,1162434W,,,Fatal,Substantial,Airplane,N9028Q,NELSON,KR-2,Yes,1.0,Reciprocating,091,,Personal,John Lippis,1.0,0.0,0.0,0.0,VMC,,"The pilots decision to intentionally enter a spin in the airplane, which had unknown spin characteristics due to the engine modification, from which he was unable to recover.
",25-09-2020,8.0,2013.0,1.0
74277,20130821X31419,Accident,CEN13LA497,2013-08-20,"Zanesville, OH",United States,040025N,0082044W,42I,Parr Airport,Non-Fatal,Substantial,Airplane,N727Y,PERTH AMBOY,BIRD BK,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilots loss of directional control during landing.,,8.0,2013.0,1.0
74280,20130822X11459,Accident,ERA13LA370,2013-08-20,"Bingham, ME",United States,045225N,0069528W,ME08,Gadabout Gaddis,Non-Fatal,Substantial,Airplane,N243RG,BEECH,C23,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilot's inadequate preflight planning, which resulted in his attempt to take off from a short, turf runway in high-density altitude conditions under which the airplane was unable to attain a positive climb rate to clear trees.",25-09-2020,8.0,2013.0,2.0
74282,20130822X05814,Accident,CEN13CA498,2013-08-21,"Indianapolis, IN",United States,040150N,0086155W,KTYQ,Indianapolis Executive,Non-Fatal,Substantial,Airplane,N45EF,CESSNA,172S,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilot's inadequate monitoring on the airplane's airspeed during the go-around, resulting in a stall.",25-09-2020,8.0,2013.0,1.0
74283,20130822X90605,Accident,ANC13LA081,2013-08-21,"Palmer, AK",United States,613659N,1491315W,AA85,Walby Lake Seaplane Base,Non-Fatal,Substantial,Airplane,N7807K,CESSNA,180J,No,1.0,Reciprocating,091,,Personal,Kenneth W Castner III,0.0,1.0,0.0,0.0,VMC,,"The pilots failure to maintain adequate airspeed during initial climb after takeoff, which resulted in a subsequent aerodynamic stall. Contributing to the accident was the pilots decision to take off with a slight tailwind. 
 ",25-09-2020,8.0,2013.0,1.0
74294,20130824X13110,Accident,WPR13FA386,2013-08-24,"Tehachapi, CA",United States,003564N,1182523W,L94,Mountain Valley,Non-Fatal,Substantial,Airplane,N32582,PIPER,PA 28,No,1.0,Reciprocating,091,,Personal,,0.0,2.0,1.0,0.0,VMC,,"The pilot's failure to conduct predeparture airplane performance planning for a departure from a high density altitude location, which resulted in his selection of a flightpath toward rising terrain that the airplane was not capable of outclimbing.",25-09-2020,8.0,2013.0,3.0
74295,20130824X73533,Accident,WPR13LA385,2013-08-24,"Bakersfield, CA",United States,351242N,0119627W,NONE,Private airstrip,Non-Fatal,Substantial,Airplane,N31683,ROBERT GOLDING,TBIRDII,Yes,1.0,Reciprocating,091,,Personal,Business & Pleasure Air Charter LLC,0.0,2.0,0.0,0.0,VMC,,"The failure of the two pilots to adequately planflight, particularly regarding their roles and responsibilities, which resulted in their failure to maintain sufficient altitude to clear power lines during a low pass.",25-09-2020,8.0,2013.0,2.0
74296,20130824X74132,Accident,ANC13CA083,2013-08-24,"Talkeetna, AK",United States,621913N,0150537W,,,Non-Fatal,Substantial,Airplane,N3599A,PIPER,PA-18A,No,1.0,Reciprocating,091,,Personal,,0.0,2.0,0.0,0.0,VMC,,The pilot's failure to maintain directional control during takeoff.,25-09-2020,8.0,2013.0,2.0
74297,20130825X15006,Accident,ANC13FA084,2013-08-24,"Anchorage, AK",United States,611257N,1495122W,PAMR,Merrill Field Airport,Fatal,Substantial,Airplane,N18699,CESSNA,150L,No,1.0,Reciprocating,091,,Personal,LILLY ROBERT W,2.0,0.0,0.0,0.0,VMC,,"A loss of engine power due to fuel starvation as a result of a low fuel state and a nose-high attitude during a go-around, which unported the fuel tank feed line, and the pilot's decision to make a low-altitude turn back to the airport, which resulted in an aerodynamic stall and loss of control.",25-09-2020,8.0,2013.0,2.0
74298,20130826X03647,Accident,CEN13LA502,2013-08-24,"New Franken, WI",United States,443012N,0875158W,88WI,NICOLET,Non-Fatal,Substantial,Airplane,N927TM,ANDERAS,TIGER MOTH R80,Yes,1.0,Reciprocating,091,,Personal,Pilot,0.0,1.0,0.0,0.0,VMC,,The loss of engine power during initial climb for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation.,25-09-2020,8.0,2013.0,1.0
74299,20130826X13248,Accident,WPR13CA387,2013-08-24,"Burlington, WA",United States,482814N,1222518W,BVS,Skagit Regional,Non-Fatal,Substantial,Airplane,N9494,TL ULTRALIGHT,STINGSPORT,No,1.0,Reciprocating,091,,Personal,Arlington Flight Services,0.0,0.0,0.0,1.0,VMC,,"The pilot's improper flare and unsuccessful attempt to correct a bounced landing, which resulted in a nose gear collapse",25-09-2020,8.0,2013.0,1.0
74300,20130826X24422,Accident,CEN13LA503,2013-08-24,"Concord, WI",United States,431011N,0884323W,PVT,Private,Non-Fatal,Substantial,Airplane,N5131D,CESSNA,182A,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,2.0,VMC,,The pilot's failure to properly plan for a maximum performance takeoff by not fully addressing the elevated density altitude or the nonstandard runway surface conditions and his failure to properly configure the airplane's flap setting for the accident takeoff.,25-09-2020,8.0,2013.0,3.0
74301,20130826X25737,Accident,ERA13LA374,2013-08-24,"Marco Island, FL",United States,255942N,0814021W,MKY,Marco Island,Non-Fatal,Substantial,Airplane,N3700H,MOONEY,M20J,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The pilots improper pitch trim setting before takeoff, which resulted in the airplanes rapid, nose-high pitch at takeoff and the pilots subsequent loss of control. ",25-09-2020,8.0,2013.0,1.0
74302,20130826X54510,Accident,ERA13CA377,2013-08-24,"Mitchellville, MD",United States,385628N,0764620W,W00,Freeway Airport,Non-Fatal,Substantial,Airplane,N98923,CESSNA,172P,No,1.0,Reciprocating,091,,Personal,FREEWAY AIRPORT INC,0.0,0.0,0.0,4.0,VMC,,The pilots decision to depart with a known deficiency following a hard landing. Contributing to the accident was an anomaly of the airplanes nosewheel steering that could not be replicated during post-accident examination.,25-09-2020,8.0,2013.0,4.0
74304,20130825X91338,Accident,ERA13FA372,2013-08-25,"Taunton, MA",United States,415222N,0071040W,TAN,Taunton Municipal,Fatal,Destroyed,Airplane,N83863,AERONCA,7AC,No,1.0,Reciprocating,091,,Personal,,2.0,0.0,0.0,0.0,VMC,,"The pilot/owners inadequate preflight inspection and inadequate pretakeoff check of the flight controls, which resulted in a takeoff with the rudder gust lock installed. Contributing to the accident was the pilot-rated passengers failure to detect that the rudder gust lock was installed. ",25-09-2020,8.0,2013.0,2.0
74305,20130826X33312,Accident,ERA13CA375,2013-08-25,"Cortland, NY",United States,423533N,0761253W,N03,CORTLAND COUNTY ARPT,Non-Fatal,Substantial,Airplane,N411AK,MARK C PAULS,RV-7A,Yes,1.0,Reciprocating,091,,Personal,MARK C PAULS,0.0,1.0,0.0,0.0,VMC,,A partial loss of engine power during go-around due to incorrect maintenance of the fuel system by the pilot/builder.,25-09-2020,8.0,2013.0,1.0
74306,20130826X55921,Accident,ERA13CA378,2013-08-25,"Shelter Island, NY",United States,004144N,0721925W,PVT,Klenawicus Airfield,Non-Fatal,Substantial,Airplane,N392ES,CESSNA,172R,No,1.0,Reciprocating,091,,Personal,RICHMOND PILOTS CORP,0.0,1.0,0.0,2.0,VMC,,"The pilot did not attain the proper touchdown point on the runway, which resulted in a runway excursion.",25-09-2020,8.0,2013.0,3.0
74308,20130827X11712,Accident,CEN13CA508,2013-08-25,"Faribault, MN",United States,441939N,0931838W,FBL,Faribault Municipal Airport,Non-Fatal,Substantial,Airplane,N4888Z,PIPER,PA-22-108,No,1.0,Reciprocating,091,,Personal,George Gleim,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control of the airplane during the landing roll.,25-09-2020,8.0,2013.0,1.0
74309,20130827X24543,Accident,ERA13LA380,2013-08-25,"Cat Cay, Bahamas",Bahamas,252413N,0774626W,MYCC,Cat Cay Airport,Non-Fatal,Substantial,Airplane,N720JF,PIPER AIRCRAFT INC,PA46R-350T,No,1.0,Reciprocating,091,,Personal,PURE BEAUTY FARMS INC,0.0,2.0,0.0,3.0,VMC,,"The pilots attempt to rotate the airplane before obtaining sufficient airspeed and his improper pitch control during takeoff, which resulted in the airplane exceeding its critical angle-of-attack and subsequently experiencing an aerodynamic stall at a low altitude. Contributing to the accident was the pilots lack of awareness of the length of the runway, which led to his attempting to take off with the airplane improperly configured.
",25-09-2020,8.0,2013.0,5.0
74311,20130829X63023,Accident,CEN13CA515,2013-08-25,"Valparaiso, IN",United States,412714N,0087025W,VPZ,Porter County Regional Airport,Non-Fatal,Substantial,Airplane,N5538B,GRUMMAN AMERICAN AVN. CORP.,AA-1B,No,1.0,Reciprocating,091,,Personal,C GEORGE BROCKUS,0.0,1.0,0.0,0.0,VMC,,The pilot's improper recovery from a bounced landing.,25-09-2020,8.0,2013.0,1.0
74312,20130904X93029,Accident,CEN13CA522,2013-08-25,"Iowa City, IA",United States,413823N,0913253W,KIOW,Iowa City Municipal Airport,Non-Fatal,Substantial,Airplane,N5761Z,GREAT LAKES,2T-1A-2,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilot failed to maintain directional control of the airplane while landing.,25-09-2020,8.0,2013.0,1.0
74319,20130827X84031,Accident,ERA13LA382,2013-08-27,"Middle Grove, NY",United States,043526N,0735434W,,,Non-Fatal,Substantial,Airplane,N522WB,CONSOLIDATED AERONAUTICS INC,LAKE MODEL 250,No,1.0,Reciprocating,091,,Personal,William R. Booth,0.0,1.0,0.0,0.0,VMC,,"Maintenance personnels application of insufficient torque to the No. 6 cylinder connecting rod bolts during overhaul, which resulted in the fatigue fracture of the connecting rod and a subsequent total loss of engine power.
",25-09-2020,8.0,2013.0,1.0
74321,20130828X35629,Accident,ANC13CA086,2013-08-27,"Anchorage, AK",United States,611229N,1495015W,MRI,MERRILL FIELD,Non-Fatal,Substantial,Airplane,N2583C,CESSNA,170B,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilot's loss of control of the airplane during takeoff, resulting in a ground loop.",25-09-2020,8.0,2013.0,1.0
74325,20130828X00254,Accident,WPR13LA389,2013-08-28,"Wahiawa, HI",United States,021301N,0015819W,PHHI,Wheeler Army Airfield,Non-Fatal,Substantial,Airplane,N413JJ,CHAMPION,8KCAB,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,1.0,0.0,VMC,,"A total loss of engine power during cruise flight for reasons that could not be determined because postaccident examination of the engine and airframe did not reveal any anomalies that would have precluded normal operation. 
",25-09-2020,8.0,2013.0,2.0
74328,20130829X54643,Accident,CEN13LA514,2013-08-28,"Emporia, KS",United States,382455N,0961123W,,,Non-Fatal,Substantial,Airplane,UNREG,CHALLENGER,II,Yes,,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,The right wings folding up in flight for reasons that could not be determined because an examination did not reveal any abnormalities with the airframe that would have precluded normal operation.,,8.0,2013.0,1.0
74333,20130830X10122,Accident,ANC13FA090,2013-08-29,"Sutton, AK",United States,614728N,0149050W,,,Fatal,Substantial,Airplane,N9624S,CHAMPION,7ECA,No,1.0,Reciprocating,091,,Personal,,2.0,0.0,0.0,0.0,VMC,,"The pilots failure to maintain airplane control while maneuvering at low altitude, which resulted in an aerodynamic stall/spin and collision with terrain. Contributing to the accident was the pilots use of marijuana, which likely degraded his psychomotor ability.",25-09-2020,8.0,2013.0,2.0
74338,20130830X72351,Accident,ERA13CA389,2013-08-30,"Blairsville, GA",United States,344844N,0834824W,,,Non-Fatal,Substantial,Airplane,N447JP,DIAMOND AIRCRAFT IND INC,DA 40,No,1.0,Reciprocating,091,,Personal,GLM ADVISORY LLC,0.0,2.0,0.0,0.0,VMC,,"The pilots decision to continue visual flight into deteriorating weather, which resulted in an encounter with instrument meteorological conditions and subsequent inability to maintain clearance with terrain.",25-09-2020,8.0,2013.0,2.0
74342,20130903X54226,Accident,ERA13CA393,2013-08-30,"Apex, NC",United States,354417N,0785515W,NC11,Deck Airpark,Non-Fatal,Substantial,Airplane,N3513S,CESSNA,172E,No,1.0,Reciprocating,091,,Personal,ESTERLY BRYAN H,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to attain the proper touchdown point on the runway, which resulted in a runway overrun and subsequent aircraft noseover.",25-09-2020,8.0,2013.0,2.0
74343,20130904X90118,Accident,ERA13CA394,2013-08-30,"Zelienople, PA",United States,404839N,0801158W,PJC,Zelienople Municipal Airport,Non-Fatal,Substantial,Airplane,N202SH,HOSKINS SAMUEL R,QUICKIE Q2,Yes,1.0,Reciprocating,091,,Personal,HOSKINS SAMUEL R,0.0,0.0,0.0,2.0,VMC,,The pilot's loss of directional control during takeoff due to right main landing gear contact with a pool of standing water on the runway which resulted in a runway excursion.,25-09-2020,8.0,2013.0,2.0
74345,20130916X02738,Accident,ERA13CA416,2013-08-30,"Rumney, NH",United States,043524N,0714754W,,,Non-Fatal,Substantial,Airplane,N208LH,CESSNA,U206F,No,1.0,Reciprocating,091,,Personal,AIRBORNE FLYER LLC,0.0,0.0,0.0,2.0,VMC,,The pilot's failure to ensure that the amphibious airplane's landing gear was properly configured for a landing on water and his failure to properly configure the airplane during the attempted go-around.,25-09-2020,8.0,2013.0,2.0
74352,20130901X10646,Accident,WPR13CA394,2013-08-31,"Sequim, WA",United States,048552N,1231110W,W28,Sequim Valley Airport,Non-Fatal,Substantial,Airplane,N789MH,HENDERSON MICHAEL E,GLASTAR,Yes,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilot's improper soft field landing technique, and failure to maintain aircraft control during the landing.",25-09-2020,8.0,2013.0,2.0
74353,20130903X04459,Accident,ANC13FA091,2013-08-31,"Nikolai, AK",United States,621733N,1522112W,8KA,Tatitna,Fatal,Destroyed,Airplane,N4581A,PIPER,PA-18A,No,1.0,Reciprocating,091,,Personal,MUELLER SCOTT C,1.0,0.0,1.0,0.0,VMC,,"The pilots improper decision to load the airplane beyond its allowable takeoff weight and center of gravity limits, which resulted in a loss of control during the initial climb. Contributing to the accident was the external load and the downwind takeoff. 
",25-09-2020,8.0,2013.0,2.0
